com.samsung.shealth.activity.day_summary,6221053,3
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
14869,8174612,90,0,2022-01-17 21:15:05.328,2022-01-16 21:00:00.956,-1,1023000,150,11921.108,606.6307,cc79f8ad-cd45-42b2-8713-4a0049780808.extra_data.json,e7FCb+MfnB,38423,com.sec.android.app.shealth,8136189,36300000,cc79f8ad-cd45-42b2-8713-4a0049780808,1642377600000,
18644,8912355,90,8593901,2022-01-28 20:26:26.226,2022-01-27 21:00:00.424,-1,2376000,164,40293.906,904.9789,f822b74a-626f-4c9b-a5d0-fc1936ffb514.extra_data.json,e7FCb+MfnB,6141,com.sec.android.app.shealth,312313,41460000,f822b74a-626f-4c9b-a5d0-fc1936ffb514,1643328000000,
16983,10402721,90,0,2022-03-14 20:53:48.013,2022-03-13 21:00:00.586,-1,2580000,192,13532.853,691.97754,8f8e4203-4649-4bd7-9e17-f52b51ddfed9.extra_data.json,e7FCb+MfnB,17043,com.sec.android.app.shealth,10385678,34320000,8f8e4203-4649-4bd7-9e17-f52b51ddfed9,1647216000000,
8617,5326207,90,0,2022-03-15 19:52:11.422,2022-03-14 21:00:01.373,-1,960000,97,6872.278,349.49295,7a2977ca-d3bc-45ac-8679-86e028b2942d.extra_data.json,e7FCb+MfnB,16352,com.sec.android.app.shealth,5309855,29160000,7a2977ca-d3bc-45ac-8679-86e028b2942d,1647302400000,
25286,14929069,90,0,2022-03-07 20:40:43.432,2022-03-06 21:00:00.553,-1,4200000,275,20024.621,1019.36053,f9dfdffa-fccb-4427-807e-f573f71a07ba.extra_data.json,e7FCb+MfnB,25642,com.sec.android.app.shealth,14903427,29160000,f9dfdffa-fccb-4427-807e-f573f71a07ba,1646611200000,
16156,9636753,90,0,2022-03-16 20:49:45.834,2022-03-15 21:00:02.649,-1,1560000,176,12888.091,659.0901,75610500-86c7-43a2-909b-4c9b4a4cdc20.extra_data.json,e7FCb+MfnB,36804,com.sec.android.app.shealth,9599949,28320000,75610500-86c7-43a2-909b-4c9b4a4cdc20,1647388800000,
13035,7619217,90,0,2022-01-23 20:08:35.034,2022-01-22 21:00:00.623,-1,1178000,140,10433.882,528.2005,92028adc-e0f1-48bd-a3e5-3104d65258f8.extra_data.json,e7FCb+MfnB,16051,com.sec.android.app.shealth,7603166,31320000,92028adc-e0f1-48bd-a3e5-3104d65258f8,1642896000000,
18407,10635062,90,0,2022-03-21 20:31:12.050,2022-03-20 21:00:00.399,-1,2580000,195,14559.109,748.50433,6c4a53c1-0d1f-4760-8e7c-4043c550596f.extra_data.json,e7FCb+MfnB,26832,com.sec.android.app.shealth,10608230,35340000,6c4a53c1-0d1f-4760-8e7c-4043c550596f,1647820800000,
4287,2810574,90,0,2022-02-03 20:32:06.319,2022-02-02 21:00:00.753,-1,300000,51,3573.0894,175.83,ae95d991-09a4-41e4-8165-c1ef12c58916.extra_data.json,e7FCb+MfnB,28699,com.sec.android.app.shealth,2781875,33600000,ae95d991-09a4-41e4-8165-c1ef12c58916,1643846400000,
8406,5188011,90,0,2022-03-13 21:00:09.733,2022-03-12 21:00:00.313,-1,720000,94,6647.3003,340.27005,6d0ece15-2431-4e18-9642-6260d28174a1.extra_data.json,e7FCb+MfnB,35707,com.sec.android.app.shealth,5152304,22920000,6d0ece15-2431-4e18-9642-6260d28174a1,1647129600000,
